[22:13:56] [ServerMain/INFO]: Building unoptimized datafixer
[22:13:59] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[22:14:03] [ServerMain/INFO]: Loaded 7 recipes
[22:14:08] [Server thread/INFO]: Starting minecraft server version 1.19.2
[22:14:08] [Server thread/INFO]: Loading properties
[22:14:08] [Server thread/INFO]: This server is running CraftBukkit version 3610-Spigot-6198b5a-19df23a (MC: 1.19.2) (Implementing API version 1.19.2-R0.1-SNAPSHOT)
[22:14:09] [Server thread/INFO]: Debug logging is disabled
[22:14:09] [Server thread/INFO]: Server Ping Player Sample Count: 12
[22:14:09] [Server thread/INFO]: Using 4 threads for Netty based IO
[22:14:09] [Server thread/INFO]: Default game type: SURVIVAL
[22:14:09] [Server thread/INFO]: Generating keypair
[22:14:09] [Server thread/INFO]: Starting Minecraft server on *:25565
[22:14:10] [Server thread/INFO]: Using epoll channel type
[22:14:12] [Server thread/WARN]: Initializing Legacy Material Support. Unless you have legacy plugins and/or data this is a bug!
[22:14:28] [Server thread/WARN]: Legacy plugin EasyWhitelist v1.0.2 does not specify an api-version.
[22:14:29] [Server thread/WARN]: Legacy plugin LoginSecurity v3.0.2 does not specify an api-version.
[22:14:29] [Server thread/INFO]: [CoreProtect] Loading CoreProtect v21.3
[22:14:29] [Server thread/INFO]: [EasyWhitelist] Loading EasyWhitelist v1.0.2
[22:14:29] [Server thread/INFO]: [SkinsRestorer] Loading SkinsRestorer v14.2.5
[22:14:29] [Server thread/INFO]: [InventoryRollbackPlus] Loading InventoryRollbackPlus v1.6.8
[22:14:29] [Server thread/INFO]: [AntiXRay] Loading AntiXRay v1.9.0
[22:14:29] [Server thread/INFO]: [Vault] Loading Vault v1.7.3-b131
[22:14:29] [Server thread/INFO]: [LoginSecurity] Loading LoginSecurity v3.0.2
[22:14:29] [Server thread/INFO]: [LockettePro] Loading LockettePro v2.10.10
[22:14:29] [Server thread/INFO]: [SuperVanish] Loading SuperVanish v6.2.12
[22:14:29] [Server thread/INFO]: [Admin-GUI] Loading Admin-GUI v1.7.0
[22:14:29] [Server thread/INFO]: [Vault] Enabling Vault v1.7.3-b131
[22:14:29] [Server thread/INFO]: [Vault] [Permission] SuperPermissions loaded as backup permission system.
[22:14:29] [Server thread/INFO]: [Vault] Enabled Version 1.7.3-b131
[22:14:29] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[22:14:29] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[22:14:29] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[22:14:29] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[22:14:29] [Server thread/INFO]: Preparing level "world"
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:30] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:31] [Worker-Main-1/INFO]: Preparing spawn area: 9%
[22:19:31] [Worker-Main-3/INFO]: Preparing spawn area: 20%
[22:19:32] [Worker-Main-3/INFO]: Preparing spawn area: 33%
[22:19:32] [Worker-Main-3/INFO]: Preparing spawn area: 53%
[22:19:33] [Worker-Main-1/INFO]: Preparing spawn area: 54%
[22:19:33] [Server thread/INFO]: Time elapsed: 188256 ms
[22:19:34] [Server thread/INFO]: Preparing start region for dimension minecraft:the_end
[22:19:39] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:39] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[22:19:50] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:50] [Worker-Main-1/INFO]: Preparing spawn area: 0%
[22:19:51] [Worker-Main-3/INFO]: Preparing spawn area: 0%
[22:19:51] [Worker-Main-3/INFO]: Preparing spawn area: 2%
[22:19:52] [Worker-Main-2/INFO]: Preparing spawn area: 6%
[22:19:52] [Worker-Main-2/INFO]: Preparing spawn area: 6%
[22:19:53] [Worker-Main-1/INFO]: Preparing spawn area: 8%
[22:19:53] [Worker-Main-2/INFO]: Preparing spawn area: 11%
[22:19:54] [Worker-Main-2/INFO]: Preparing spawn area: 20%
[22:19:54] [Worker-Main-3/INFO]: Preparing spawn area: 30%
[22:19:55] [Worker-Main-1/INFO]: Preparing spawn area: 37%
[22:19:55] [Worker-Main-1/INFO]: Preparing spawn area: 46%
[22:19:56] [Worker-Main-2/INFO]: Preparing spawn area: 57%
[22:19:56] [Worker-Main-3/INFO]: Preparing spawn area: 76%
[22:19:56] [Server thread/INFO]: Time elapsed: 22656 ms
[22:19:56] [Server thread/INFO]: [CoreProtect] Enabling CoreProtect v21.3
[22:20:03] [Server thread/INFO]: [0;37;1m[0;37;1m[m[CoreProtect] CoreProtect has been successfully enabled![0;37;1m[0;37;1m [m
[22:20:03] [Server thread/INFO]: [CoreProtect] Using SQLite for data storage.
[22:20:03] [Server thread/INFO]: --------------------
[22:20:03] [Server thread/INFO]: [CoreProtect] Enjoy CoreProtect? Join our Discord!
[22:20:03] [Server thread/INFO]: [CoreProtect] Discord: www.coreprotect.net/discord/
[22:20:03] [Server thread/INFO]: --------------------
[22:20:04] [Server thread/INFO]: [EasyWhitelist] Enabling EasyWhitelist v1.0.2
[22:20:04] [Server thread/INFO]: [0;33;1m[21mEasyWhitelist > [0;37;22mConfig reloaded.[m
[22:20:04] [Server thread/INFO]: [0;33;1mE-Whitelist > [0;37;22mLoaded![m
[22:20:04] [Server thread/INFO]: [SkinsRestorer] Enabling SkinsRestorer v14.2.5
[22:20:04] [Server thread/INFO]: [33;1m[[32;22mSkinsRestorer[33;1m] [0;39m[32;1mDetected Minecraft [33;1mv1_19_R1[32;1m, using [33;1mMappingSpigotSkinRefresher[32;1m.[0;39m[m
[22:20:05] [Server thread/INFO]: [InventoryRollbackPlus] Enabling InventoryRollbackPlus v1.6.8
[22:20:05] [Server thread/INFO]: [0;37;1m[[0;36;1mInventoryRollbackPlus[0;37;1m][m Inventory backup data is set to save to: YAML[m
[22:20:05] [Server thread/INFO]: [0;37;1m[[0;36;1mInventoryRollbackPlus[0;37;1m][m bStats are enabled[m
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus] ====================================================
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  InventoryRollbackPlus works better if you use Paper 
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  as your server software. 
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]   
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  Paper offers significant performance improvements,
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  bug fixes, security enhancements and optional
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  features for server owners to enhance their server.
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]   
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  Paper includes Timings v2, which is significantly
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  better at diagnosing lag problems over v1.
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]   
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  All of your plugins should still work, and the
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  Paper community will gladly help you fix any issues.
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]   
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus]  Join the Paper Community @ https://papermc.io
[22:20:06] [Server thread/INFO]: [InventoryRollbackPlus] ====================================================
[22:20:06] [Server thread/INFO]: [AntiXRay] Enabling AntiXRay v1.9.0
[22:20:48] [Server thread/INFO]: [LoginSecurity] Enabling LoginSecurity v3.0.2
[22:20:48] [Server thread/INFO]: [LoginSecurity] Loading base translations from "en_us"
[22:20:48] [Server thread/INFO]: [LoginSecurity] Loading specified translations from "en_us"
[22:20:48] [Server thread/INFO]: [LoginSecurity] Registering commands...
[22:20:48] [Server thread/INFO]: [LoginSecurity] Registering listeners...
[22:20:49] [Server thread/INFO]: [LoginSecurity] Using 1.12+ map captcha renderer
[22:20:49] [Server thread/INFO]: [LockettePro] Enabling LockettePro v2.10.10
[22:20:49] [Server thread/INFO]: [LockettePro] Incompatible server version detected: 1.19.2 . Trying to run into 1.16 compatibility mode!
[22:20:49] [Server thread/INFO]: [LockettePro] ===================================
[22:20:49] [Server thread/INFO]: [SuperVanish] Enabling SuperVanish v6.2.12
[22:20:49] [Server thread/INFO]: [SuperVanish] Please install ProtocolLib to be able to use all SuperVanish features: https://www.spigotmc.org/resources/protocollib.1997/
[22:20:49] [Server thread/INFO]: [Admin-GUI] Enabling Admin-GUI v1.7.0
[22:20:49] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[22:20:49] [Server thread/INFO]: Done (379.405s)! For help, type "help"
[22:20:49] [Craft Scheduler Thread - 3/INFO]: [0;37;1m[[0;36;1mInventoryRollbackPlus[0;37;1m][m Checking for updates...[m
[22:20:49] [Craft Scheduler Thread - 6/INFO]: [Vault] Checking for Updates ... 
